time,latitude,longitude,depth,mag,nst,horizontalError,depthError,magError,magNst,year,month,day,mag_category,normalized_magnitude,season
2021-01-05 02:16:14.914000+00:00,32.4746,141.7225,10.0,4.5,74.0,8.3,1.9,0.171,10.0,2021,1,5,1,0.0,4
2021-01-02 00:45:00.272000+00:00,33.4333,141.4589,10.0,4.6,74.0,8.3,1.9,0.117,22.0,2021,1,2,1,0.021739130434782483,4
2020-12-31 16:53:35.980000+00:00,34.4191,139.2766,15.48,4.9,74.0,3.8,3.5,0.048,146.0,2020,12,31,1,0.0869565217391306,4
2020-12-30 00:35:27.718000+00:00,36.4858,140.6097,43.47,5.0,74.0,6.9,4.9,0.098,10.0,2020,12,30,2,0.10869565217391308,4
2020-12-29 08:08:50.773000+00:00,41.5824,142.0966,65.44,4.5,74.0,6.8,9.0,0.18,9.0,2020,12,29,1,0.0,4
2020-12-26 19:42:58.426000+00:00,37.5232,143.8807,10.0,4.5,74.0,7.3,1.9,0.104,27.0,2020,12,26,1,0.0,4
2020-12-26 07:03:41.114000+00:00,43.7259,147.8418,45.14,4.6,74.0,10.3,9.4,0.088,38.0,2020,12,26,1,0.021739130434782483,4
2020-12-24 19:40:08.521000+00:00,36.5721,141.0116,65.34,4.6,74.0,8.0,5.0,0.113,25.0,2020,12,24,1,0.021739130434782483,4
2020-12-22 17:04:07.714000+00:00,37.2332,141.283,29.1,4.8,74.0,6.6,1.7,0.107,32.0,2020,12,22,1,0.06521739130434767,4
2020-12-20 17:23:22.668000+00:00,40.8667,142.5814,35.0,6.3,74.0,6.8,1.9,0.041,57.0,2020,12,20,3,0.3913043478260869,4
2020-12-20 16:25:21.019000+00:00,42.2692,142.8364,52.45,4.6,74.0,5.9,6.0,0.068,65.0,2020,12,20,1,0.021739130434782483,4
2020-12-20 09:35:47.877000+00:00,38.6852,142.4733,43.0,4.9,74.0,6.7,4.5,0.087,42.0,2020,12,20,1,0.0869565217391306,4
2020-12-20 01:54:23.613000+00:00,33.4924,142.0236,10.0,4.9,74.0,7.3,1.8,0.093,11.0,2020,12,20,1,0.0869565217391306,4
2020-12-19 05:02:10.647000+00:00,32.0224,141.6985,10.0,4.7,74.0,3.7,1.9,0.113,24.0,2020,12,19,1,0.04347826086956519,4
2020-12-18 11:36:33.614000+00:00,34.4298,139.2927,10.0,4.8,74.0,4.9,1.9,0.059,88.0,2020,12,18,1,0.06521739130434767,4
2020-12-18 09:09:56.345000+00:00,34.4463,139.3713,10.0,4.9,74.0,3.5,1.8,0.08,15.0,2020,12,18,1,0.0869565217391306,4
2020-12-17 07:42:44.372000+00:00,35.9994,140.0038,48.56,4.6,74.0,6.1,5.1,0.08,15.0,2020,12,17,1,0.021739130434782483,4
2020-12-16 01:28:07.061000+00:00,42.7117,144.1756,50.14,5.0,74.0,6.4,4.9,0.098,10.0,2020,12,16,2,0.10869565217391308,4
2020-12-15 15:35:15.420000+00:00,39.1545,144.1434,10.0,4.9,74.0,7.9,1.8,0.062,83.0,2020,12,15,1,0.0869565217391306,4
2020-12-12 07:18:54.231000+00:00,40.1213,142.0551,44.0,5.5,74.0,6.4,1.9,0.063,24.0,2020,12,12,2,0.21739130434782616,4
2020-12-06 16:08:47.232000+00:00,44.0516,148.4393,10.0,4.9,74.0,9.6,1.8,0.059,93.0,2020,12,6,1,0.0869565217391306,4
2020-12-06 04:06:50.698000+00:00,33.5896,141.1882,48.79,4.9,74.0,6.3,4.7,0.093,11.0,2020,12,6,1,0.0869565217391306,4
2020-12-05 04:57:44.619000+00:00,41.9935,142.6325,62.13,4.6,74.0,6.6,6.7,0.083,43.0,2020,12,5,1,0.021739130434782483,4
2020-12-01 17:11:56.402000+00:00,39.2325,143.0736,31.52,4.5,74.0,6.0,5.1,0.084,45.0,2020,12,1,1,0.0,4
2020-11-29 15:40:20.740000+00:00,34.6628,140.3431,59.03,4.5,74.0,5.9,7.9,0.116,23.0,2020,11,29,1,0.0,3
2020-11-29 12:41:34.489000+00:00,31.3944,140.3217,10.0,4.6,74.0,8.4,1.9,0.119,21.0,2020,11,29,1,0.021739130434782483,3
2020-11-26 20:54:26.896000+00:00,39.6761,142.3203,52.35,4.5,74.0,7.6,6.6,0.088,44.0,2020,11,26,1,0.0,3
2020-11-26 19:31:36.382000+00:00,35.6483,141.017,33.15,4.5,74.0,6.5,5.4,0.163,11.0,2020,11,26,1,0.0,3
2020-11-22 10:05:53.849000+00:00,36.5889,141.1105,33.0,5.5,74.0,5.4,1.3,0.098,10.0,2020,11,22,2,0.21739130434782616,3
2020-11-20 22:20:45.776000+00:00,38.6286,140.9685,91.82,4.6,74.0,7.2,5.7,0.047,135.0,2020,11,20,1,0.021739130434782483,3
2020-11-20 18:01:26.356000+00:00,40.2349,142.354,55.14,4.9,74.0,6.2,4.3,0.045,161.0,2020,11,20,1,0.0869565217391306,3
2020-11-20 02:07:44.851000+00:00,32.3278,141.8109,16.24,4.6,74.0,8.8,2.0,0.107,26.0,2020,11,20,1,0.021739130434782483,3
2020-11-17 01:22:10.897000+00:00,33.4159,141.1012,35.0,4.7,74.0,8.8,2.0,0.117,22.0,2020,11,17,1,0.04347826086956519,3
2020-11-09 22:48:49.196000+00:00,31.4271,128.7016,10.0,4.6,74.0,4.5,2.0,0.193,8.0,2020,11,9,1,0.021739130434782483,3
2020-11-08 02:59:33.536000+00:00,32.3554,141.8531,12.06,4.6,74.0,8.1,3.3,0.102,29.0,2020,11,8,1,0.021739130434782483,3
2020-11-07 21:30:44.700000+00:00,32.3486,141.6979,9.28,5.2,74.0,7.3,3.5,0.069,20.0,2020,11,7,2,0.15217391304347827,3
2020-11-07 10:30:30.182000+00:00,32.3212,141.9158,10.0,4.5,74.0,9.0,1.9,0.163,13.0,2020,11,7,1,0.0,3
2020-11-07 08:06:55.133000+00:00,32.4057,141.6414,10.0,4.7,74.0,9.9,1.9,0.07,62.0,2020,11,7,1,0.04347826086956519,3
2020-11-06 17:16:54.730000+00:00,40.9265,143.3621,21.0,5.2,74.0,4.0,1.5,0.098,10.0,2020,11,6,2,0.15217391304347827,3
2020-11-06 16:14:23.603000+00:00,40.8836,143.3387,14.29,4.6,74.0,7.5,5.3,0.109,25.0,2020,11,6,1,0.021739130434782483,3
2020-11-06 09:17:04.530000+00:00,40.915,143.2374,10.0,5.0,74.0,9.1,1.9,0.044,162.0,2020,11,6,2,0.10869565217391308,3
2020-11-06 08:56:38.063000+00:00,40.9903,143.255,12.0,5.5,74.0,5.5,1.8,0.059,28.0,2020,11,6,2,0.21739130434782616,3
2020-10-29 19:56:22.283000+00:00,36.1591,141.8838,38.63,4.5,74.0,8.7,6.8,0.118,21.0,2020,10,29,1,0.0,3
2020-10-28 11:38:32.924000+00:00,30.0837,139.8772,10.0,4.6,74.0,9.0,1.9,0.086,40.0,2020,10,28,1,0.021739130434782483,3
2020-10-28 06:58:31.256000+00:00,35.712,140.1665,64.85,4.8,74.0,6.5,5.8,0.072,60.0,2020,10,28,1,0.06521739130434767,3
2020-10-27 07:01:14.293000+00:00,40.1187,142.6926,30.8,4.6,74.0,7.5,4.0,0.122,22.0,2020,10,27,1,0.021739130434782483,3
2020-10-25 21:18:45.156000+00:00,37.3112,141.8993,35.0,4.5,74.0,8.8,2.0,0.128,18.0,2020,10,25,1,0.0,3
2020-10-22 06:21:22.806000+00:00,37.8446,144.6787,10.0,4.6,74.0,7.5,1.9,0.152,13.0,2020,10,22,1,0.021739130434782483,3
2020-10-15 01:38:40.573000+00:00,29.7116,129.7709,10.0,4.5,74.0,7.4,1.9,0.14,15.0,2020,10,15,1,0.0,3
2020-10-13 13:16:03.261000+00:00,33.4822,141.0612,47.7,4.8,74.0,7.1,2.0,0.037,228.0,2020,10,13,1,0.06521739130434767,3
2020-10-11 13:58:42.930000+00:00,42.0298,142.6571,68.32,4.5,74.0,6.5,6.1,0.102,28.0,2020,10,11,1,0.0,3
2020-10-08 03:34:31.125000+00:00,29.7712,129.7413,35.0,4.8,74.0,7.2,1.9,0.061,82.0,2020,10,8,1,0.06521739130434767,3
2020-10-06 06:27:35.081000+00:00,39.4056,141.969,95.75,4.6,74.0,7.1,5.5,0.039,200.0,2020,10,6,1,0.021739130434782483,3
2020-10-05 14:01:16.485000+00:00,39.4952,141.9169,57.35,4.7,74.0,8.2,6.5,0.112,24.0,2020,10,5,1,0.04347826086956519,3
2020-10-05 02:32:24.532000+00:00,36.3103,140.8244,83.69,4.9,74.0,7.5,6.6,0.076,54.0,2020,10,5,1,0.0869565217391306,3
2020-10-04 22:19:02.030000+00:00,42.431,143.7663,59.99,4.5,74.0,7.8,5.4,0.15,13.0,2020,10,4,1,0.0,3
2020-10-04 02:51:34.639000+00:00,29.8864,130.6254,42.49,4.8,74.0,6.7,7.4,0.066,70.0,2020,10,4,1,0.06521739130434767,3
2020-10-03 12:26:27.715000+00:00,29.8895,130.7336,34.17,5.1,74.0,6.4,4.3,0.069,20.0,2020,10,3,2,0.13043478260869557,3
2020-10-03 09:31:31.262000+00:00,33.4766,140.9412,28.85,5.8,74.0,6.6,2.9,0.051,37.0,2020,10,3,2,0.28260869565217384,3
2020-10-02 23:37:51.845000+00:00,43.9028,145.5761,10.51,4.6,74.0,9.0,5.7,0.114,23.0,2020,10,2,1,0.021739130434782483,3
2020-09-30 13:58:44.756000+00:00,38.7988,142.141,43.03,4.8,74.0,7.0,5.3,0.059,89.0,2020,9,30,1,0.06521739130434767,3
2020-09-26 15:36:35.042000+00:00,40.4529,141.3173,92.13,4.5,74.0,8.2,5.7,0.089,37.0,2020,9,26,1,0.0,3
2020-09-25 19:57:04.752000+00:00,32.7439,132.1239,49.47,4.5,74.0,6.3,8.2,0.139,18.0,2020,9,25,1,0.0,3
2020-09-21 13:15:17.723000+00:00,32.288,141.8251,10.0,4.6,74.0,9.4,1.7,0.137,16.0,2020,9,21,1,0.021739130434782483,3
2020-09-20 10:48:34.862000+00:00,34.974,140.2494,73.56,4.8,74.0,7.0,8.1,0.097,33.0,2020,9,20,1,0.06521739130434767,3
2020-09-20 00:04:48.825000+00:00,36.78,140.5565,10.0,4.7,74.0,6.4,1.8,0.057,93.0,2020,9,20,1,0.04347826086956519,3
2020-09-17 05:00:38.818000+00:00,36.5281,140.4564,68.35,4.6,74.0,5.7,5.6,0.065,70.0,2020,9,17,1,0.021739130434782483,3
2020-09-17 00:18:01.991000+00:00,39.4968,141.8805,64.77,4.7,74.0,7.2,6.4,0.064,74.0,2020,9,17,1,0.04347826086956519,3
2020-09-15 06:07:00.623000+00:00,35.9422,140.5827,41.81,4.6,74.0,7.0,5.8,0.084,42.0,2020,9,15,1,0.021739130434782483,3
2020-09-13 10:44:43.323000+00:00,40.7214,142.7113,41.18,4.8,74.0,6.8,4.9,0.062,82.0,2020,9,13,1,0.06521739130434767,3
2020-09-13 01:22:25.768000+00:00,30.5599,140.0267,69.82,4.7,74.0,9.7,5.6,0.03,338.0,2020,9,13,1,0.04347826086956519,3
2020-09-13 00:14:10.432000+00:00,30.5353,140.1294,10.0,4.5,74.0,8.3,1.8,0.115,22.0,2020,9,13,1,0.0,3
2020-09-12 03:49:05.223000+00:00,38.6964,142.2752,43.77,4.5,74.0,6.6,5.5,0.071,19.0,2020,9,12,1,0.0,3
2020-09-12 02:50:43.442000+00:00,38.6814,142.3417,38.76,5.0,74.0,8.1,6.9,0.095,35.0,2020,9,12,2,0.10869565217391308,3
2020-09-12 02:44:11.224000+00:00,38.7482,142.2446,34.0,6.1,74.0,5.7,1.7,0.057,30.0,2020,9,12,3,0.34782608695652173,3
2020-09-08 13:01:20.947000+00:00,38.3669,144.6424,10.0,4.8,74.0,9.6,1.9,0.167,14.0,2020,9,8,1,0.06521739130434767,3
2020-09-06 23:52:55.923000+00:00,35.0656,141.5936,10.0,4.5,74.0,3.9,1.9,0.097,31.0,2020,9,6,1,0.0,3
2020-09-06 21:33:49.084000+00:00,36.6583,141.5674,31.19,5.1,74.0,6.3,1.8,0.093,11.0,2020,9,6,2,0.13043478260869557,3
2020-09-05 12:06:51.605000+00:00,43.632,147.0223,52.43,4.5,74.0,10.1,8.1,0.059,85.0,2020,9,5,1,0.0,3
2020-09-04 16:42:38.032000+00:00,40.3748,145.0412,38.56,4.6,74.0,9.5,3.2,0.182,9.0,2020,9,4,1,0.021739130434782483,3
2020-09-04 00:10:54.391000+00:00,36.0778,136.2069,10.0,4.6,74.0,4.0,1.6,0.073,18.0,2020,9,4,1,0.021739130434782483,3
2020-09-03 21:45:09.203000+00:00,37.1282,142.5643,35.0,5.3,74.0,7.2,1.9,0.078,16.0,2020,9,3,2,0.17391304347826075,3
2020-09-02 10:35:44.364000+00:00,43.135,145.7946,55.67,5.0,74.0,8.2,7.8,0.059,92.0,2020,9,2,2,0.10869565217391308,3
2020-09-02 09:07:23.441000+00:00,41.9442,142.7467,77.57,4.6,74.0,7.7,6.9,0.137,16.0,2020,9,2,1,0.021739130434782483,3
2020-09-01 17:49:57.974000+00:00,36.4274,136.7322,8.21,4.5,74.0,3.7,3.5,0.086,13.0,2020,9,1,1,0.0,3
2020-09-01 04:37:08.918000+00:00,42.493,143.4788,65.79,4.8,74.0,4.8,5.2,0.16,12.0,2020,9,1,1,0.06521739130434767,3
2020-08-30 05:37:44.001000+00:00,36.1931,139.7615,78.97,4.5,74.0,6.9,7.1,0.075,53.0,2020,8,30,1,0.0,2
2020-08-27 14:14:52.342000+00:00,44.5004,148.0949,54.03,4.8,74.0,8.8,5.9,0.035,248.0,2020,8,27,1,0.06521739130434767,2
2020-08-27 08:08:25.118000+00:00,36.674,141.7095,35.0,4.5,74.0,6.8,1.9,0.14,15.0,2020,8,27,1,0.0,2
2020-08-27 03:41:52.215000+00:00,42.4657,145.0842,35.0,4.5,74.0,8.7,2.0,0.093,34.0,2020,8,27,1,0.0,2
2020-08-27 00:48:42.860000+00:00,38.8359,142.2447,43.51,4.5,74.0,7.9,7.0,0.113,23.0,2020,8,27,1,0.0,2
2020-08-25 03:39:13.668000+00:00,33.6333,141.4357,10.0,4.6,74.0,7.6,1.9,0.142,15.0,2020,8,25,1,0.021739130434782483,2
2020-08-22 10:31:22.685000+00:00,31.0513,141.7219,10.0,5.2,74.0,7.9,1.8,0.056,31.0,2020,8,22,2,0.15217391304347827,2
2020-08-20 19:51:39.579000+00:00,42.7427,145.3927,27.48,4.6,74.0,7.9,4.6,0.043,162.0,2020,8,20,1,0.021739130434782483,2
2020-08-17 18:19:05.687000+00:00,29.4816,142.4005,10.0,4.5,74.0,4.2,1.9,0.092,34.0,2020,8,17,1,0.0,2
2020-08-13 02:35:33.948000+00:00,35.2951,140.3933,59.91,4.6,74.0,8.2,3.5,0.078,16.0,2020,8,13,1,0.021739130434782483,2
2020-08-13 01:35:29.401000+00:00,30.7387,142.0123,10.0,4.5,74.0,10.6,1.8,0.088,38.0,2020,8,13,1,0.0,2
2020-08-12 23:31:57.185000+00:00,41.3898,142.6436,49.43,4.6,74.0,5.8,3.8,0.075,53.0,2020,8,12,1,0.021739130434782483,2
2020-08-10 00:24:41.798000+00:00,35.2889,140.3152,46.39,4.6,74.0,3.9,7.3,0.132,17.0,2020,8,10,1,0.021739130434782483,2
2020-08-09 12:54:34.382000+00:00,35.6572,140.2015,58.9,4.5,74.0,6.7,7.5,0.104,27.0,2020,8,9,1,0.0,2
2020-08-09 07:20:44.439000+00:00,30.7995,141.9796,10.0,4.5,74.0,5.3,1.9,0.135,16.0,2020,8,9,1,0.0,2
2020-08-09 05:30:31.391000+00:00,37.4941,141.4461,58.16,4.5,74.0,8.3,8.8,0.111,24.0,2020,8,9,1,0.0,2
2020-08-06 01:07:12.764000+00:00,30.2688,131.579,10.0,4.6,74.0,9.3,1.9,0.107,26.0,2020,8,6,1,0.021739130434782483,2
2020-08-05 17:54:02.336000+00:00,36.1405,141.8415,28.0,5.3,74.0,6.5,1.8,0.071,19.0,2020,8,5,2,0.17391304347826075,2
2020-08-05 15:12:20.708000+00:00,36.5701,144.1891,10.0,4.6,74.0,9.0,1.9,0.048,130.0,2020,8,5,1,0.021739130434782483,2
2020-08-04 11:21:36.914000+00:00,34.4743,140.3786,75.02,5.0,74.0,7.1,5.9,0.054,108.0,2020,8,4,2,0.10869565217391308,2
2020-08-02 16:49:00.621000+00:00,39.206,142.4922,56.09,4.5,74.0,9.8,1.1,0.145,14.0,2020,8,2,1,0.0,2
2020-07-31 08:37:46.279000+00:00,30.6545,141.7026,10.0,4.7,74.0,8.8,1.9,0.1,30.0,2020,7,31,1,0.04347826086956519,2
2020-07-31 05:16:29.362000+00:00,30.6329,141.9556,10.0,4.9,74.0,7.7,1.9,0.071,19.0,2020,7,31,1,0.0869565217391306,2
2020-07-30 06:55:59.405000+00:00,30.6676,141.5301,10.0,4.7,74.0,7.0,1.8,0.054,103.0,2020,7,30,1,0.04347826086956519,2
2020-07-30 00:35:56.884000+00:00,30.6287,141.7721,14.25,5.8,74.0,6.2,2.5,0.048,42.0,2020,7,30,2,0.28260869565217384,2
2020-07-27 01:12:43.648000+00:00,41.8259,148.4354,10.0,4.6,74.0,10.4,1.9,0.054,102.0,2020,7,27,1,0.021739130434782483,2
2020-07-26 21:31:53.681000+00:00,41.7294,147.897,10.0,4.6,74.0,10.5,1.9,0.164,11.0,2020,7,26,1,0.021739130434782483,2
2020-07-26 21:13:09.499000+00:00,43.8829,147.5658,35.0,4.6,74.0,5.8,1.9,0.056,96.0,2020,7,26,1,0.021739130434782483,2
2020-07-25 12:25:53.126000+00:00,32.3178,141.7674,10.0,4.8,74.0,9.5,1.9,0.067,68.0,2020,7,25,1,0.06521739130434767,2
2020-07-25 00:17:02.838000+00:00,38.3971,142.3274,35.0,4.5,74.0,8.6,2.0,0.151,13.0,2020,7,25,1,0.0,2
2020-07-23 13:19:08.245000+00:00,36.7573,142.2047,35.0,4.6,74.0,6.6,1.9,0.068,65.0,2020,7,23,1,0.021739130434782483,2
2020-07-21 08:54:25.504000+00:00,30.1267,131.0476,32.61,4.8,74.0,7.0,5.3,0.074,57.0,2020,7,21,1,0.06521739130434767,2
2020-07-19 18:02:44.689000+00:00,36.7227,142.0712,18.41,4.7,74.0,8.3,5.3,0.126,19.0,2020,7,19,1,0.04347826086956519,2
2020-07-17 04:49:34.992000+00:00,37.5173,141.7869,48.1,4.5,74.0,7.3,7.4,0.061,81.0,2020,7,17,1,0.0,2
2020-07-14 13:21:08.093000+00:00,44.0482,147.1013,87.5,4.9,74.0,7.9,4.6,0.089,12.0,2020,7,14,1,0.0869565217391306,2
2020-07-13 01:42:49.713000+00:00,41.1378,142.6686,52.68,4.8,74.0,7.1,4.7,0.098,10.0,2020,7,13,1,0.06521739130434767,2
2020-07-12 09:32:26.200000+00:00,41.0273,143.0465,41.23,4.9,74.0,7.1,7.0,0.061,83.0,2020,7,12,1,0.0869565217391306,2
2020-07-11 13:11:55.869000+00:00,38.9694,141.9491,70.08,4.6,74.0,9.1,9.4,0.165,11.0,2020,7,11,1,0.021739130434782483,2
2020-07-09 03:19:39.737000+00:00,32.3445,142.6796,10.0,4.6,74.0,9.9,1.9,0.129,18.0,2020,7,9,1,0.021739130434782483,2
2020-07-09 02:55:01.994000+00:00,39.8724,143.2331,28.91,4.5,74.0,8.2,1.4,0.096,32.0,2020,7,9,1,0.0,2
2020-07-08 21:05:30.164000+00:00,36.04,139.7529,65.24,4.6,74.0,5.3,5.2,0.068,21.0,2020,7,8,1,0.021739130434782483,2
2020-07-08 17:18:52.637000+00:00,37.2005,142.4725,21.83,4.5,74.0,3.9,6.2,0.127,18.0,2020,7,8,1,0.0,2
2020-07-03 05:12:55.798000+00:00,37.5258,141.6285,45.54,4.9,74.0,7.2,7.0,0.065,74.0,2020,7,3,1,0.0869565217391306,2
2020-07-02 07:07:24.419000+00:00,43.7188,147.9936,41.18,5.2,74.0,7.4,3.0,0.021,742.0,2020,7,2,2,0.15217391304347827,2
2020-07-01 09:25:02.620000+00:00,35.3453,140.5209,46.4,4.7,74.0,7.1,5.8,0.057,93.0,2020,7,1,1,0.04347826086956519,2
2020-06-30 12:56:53.838000+00:00,33.8292,141.6381,10.0,4.9,74.0,5.4,1.9,0.034,307.0,2020,6,30,1,0.0869565217391306,2
2020-06-30 01:19:38.195000+00:00,37.1017,142.3757,35.0,4.5,74.0,8.8,2.0,0.106,26.0,2020,6,30,1,0.0,2
2020-06-29 19:37:09.937000+00:00,33.8817,141.6953,10.0,4.5,74.0,4.4,1.0,0.074,54.0,2020,6,29,1,0.0,2
2020-06-29 09:52:49.620000+00:00,33.8765,141.7348,10.0,5.3,74.0,4.2,1.8,0.06,27.0,2020,6,29,2,0.17391304347826075,2
2020-06-28 14:54:12.129000+00:00,33.8922,141.6498,10.0,4.7,74.0,4.7,1.9,0.072,58.0,2020,6,28,1,0.04347826086956519,2
2020-06-28 05:59:40.734000+00:00,35.6151,140.861,43.18,4.6,74.0,7.7,8.5,0.105,27.0,2020,6,28,1,0.021739130434782483,2
2020-06-27 21:17:51.263000+00:00,33.8758,141.5992,10.0,4.7,74.0,4.9,1.8,0.057,95.0,2020,6,27,1,0.04347826086956519,2
2020-06-24 19:47:45.011000+00:00,35.4711,141.0738,29.05,5.9,74.0,5.8,2.8,0.05,39.0,2020,6,24,2,0.30434782608695654,2
2020-06-17 06:03:03.480000+00:00,35.2969,136.4659,10.0,4.5,74.0,3.5,1.3,0.104,27.0,2020,6,17,1,0.0,2
2020-06-15 16:55:00.977000+00:00,37.8227,141.6938,73.13,4.5,74.0,8.3,5.6,0.048,129.0,2020,6,15,1,0.0,2
2020-06-12 19:16:24.757000+00:00,39.2774,143.8977,53.64,4.7,74.0,7.0,4.8,0.047,144.0,2020,6,12,1,0.04347826086956519,2
2020-06-12 11:30:37.591000+00:00,32.6312,132.187,47.59,4.6,74.0,5.8,7.3,0.086,40.0,2020,6,12,1,0.021739130434782483,2
2020-06-11 17:09:33.713000+00:00,43.1474,145.9564,70.32,4.5,74.0,8.5,7.1,0.053,105.0,2020,6,11,1,0.0,2
2020-06-09 15:22:39.774000+00:00,33.2849,133.4007,17.81,4.8,74.0,4.8,3.7,0.072,59.0,2020,6,9,1,0.06521739130434767,2
2020-06-09 14:44:20.849000+00:00,42.8605,145.7939,27.52,4.5,74.0,7.7,6.4,0.15,13.0,2020,6,9,1,0.0,2
2020-06-09 02:25:39.186000+00:00,37.1533,142.2256,35.0,4.5,74.0,7.7,1.9,0.062,75.0,2020,6,9,1,0.0,2
2020-06-07 04:05:53.901000+00:00,43.8607,147.9899,42.84,4.5,74.0,10.3,8.1,0.052,107.0,2020,6,7,1,0.0,2
2020-06-07 00:26:33.890000+00:00,35.608,140.7982,46.64,4.5,74.0,3.7,7.3,0.139,15.0,2020,6,7,1,0.0,2
2020-06-03 20:31:20.007000+00:00,36.4761,140.659,59.62,4.9,74.0,7.5,5.2,0.032,299.0,2020,6,3,1,0.0869565217391306,2
2020-06-02 15:41:15.738000+00:00,37.637,144.5055,10.0,5.0,74.0,7.8,1.8,0.069,20.0,2020,6,2,2,0.10869565217391308,2
2020-06-02 00:59:59.809000+00:00,38.318,141.5259,50.0,4.5,74.0,10.6,2.0,0.116,22.0,2020,6,2,1,0.0,2
2020-06-01 11:18:22.814000+00:00,30.6832,140.3452,10.0,4.6,74.0,7.6,1.9,0.048,129.0,2020,6,1,1,0.021739130434782483,2
2020-06-01 10:31:06.113000+00:00,30.6466,140.2903,10.0,4.9,74.0,6.8,1.8,0.043,506.0,2020,6,1,1,0.0869565217391306,2
2020-05-31 21:02:11.329000+00:00,36.2034,140.3648,98.61,5.2,74.0,5.8,3.7,0.062,25.0,2020,5,31,2,0.15217391304347827,1
2020-05-30 18:13:48.078000+00:00,42.4803,143.8087,89.0,5.6,74.0,7.0,1.9,0.06,27.0,2020,5,30,2,0.23913043478260865,1
2020-05-29 10:05:17.538000+00:00,36.2341,137.7537,10.0,5.1,74.0,5.1,1.8,0.054,33.0,2020,5,29,2,0.13043478260869557,1
2020-05-28 17:46:06.074000+00:00,38.6824,142.4472,25.24,4.6,74.0,5.8,5.8,0.173,10.0,2020,5,28,1,0.021739130434782483,1
2020-05-27 06:32:02.983000+00:00,34.0997,141.5975,10.0,4.7,74.0,6.1,1.7,0.04,187.0,2020,5,27,1,0.04347826086956519,1
2020-05-26 09:05:05.146000+00:00,34.1961,141.4812,10.0,4.6,74.0,8.6,1.9,0.09,37.0,2020,5,26,1,0.021739130434782483,1
2020-05-26 05:57:58.530000+00:00,34.1313,141.5869,10.0,5.0,74.0,6.2,1.7,0.075,17.0,2020,5,26,2,0.10869565217391308,1
2020-05-26 03:32:43.624000+00:00,30.9919,140.2353,82.69,4.6,74.0,10.3,8.4,0.051,113.0,2020,5,26,1,0.021739130434782483,1
2020-05-25 19:38:15.285000+00:00,30.2734,130.8906,35.77,4.5,74.0,5.8,7.6,0.081,45.0,2020,5,25,1,0.0,1
2020-05-20 11:45:27.503000+00:00,32.6978,141.1044,41.52,4.5,74.0,8.0,7.0,0.069,62.0,2020,5,20,1,0.0,1
2020-05-19 07:55:10.718000+00:00,36.2607,137.7124,10.0,4.6,74.0,3.3,1.9,0.111,24.0,2020,5,19,1,0.021739130434782483,1
2020-05-19 05:23:32.205000+00:00,36.24,137.6842,10.0,4.6,74.0,3.6,1.9,0.116,22.0,2020,5,19,1,0.021739130434782483,1
2020-05-19 04:12:59.967000+00:00,36.2846,137.6865,10.0,5.2,74.0,6.0,1.8,0.061,26.0,2020,5,19,2,0.15217391304347827,1
2020-05-19 03:17:13.037000+00:00,37.6158,141.2772,44.28,5.1,74.0,8.1,4.3,0.073,18.0,2020,5,19,2,0.13043478260869557,1
2020-05-18 03:00:38.394000+00:00,38.2166,141.676,46.75,5.0,74.0,6.3,3.2,0.075,17.0,2020,5,18,2,0.10869565217391308,1
2020-05-18 02:13:01.733000+00:00,36.2738,140.1721,54.13,4.5,74.0,10.7,2.6,0.171,10.0,2020,5,18,1,0.0,1
2020-05-17 11:38:26.444000+00:00,33.6587,134.6928,22.7,4.5,74.0,6.2,6.4,0.083,14.0,2020,5,17,1,0.0,1
2020-05-14 21:40:15.526000+00:00,38.7472,142.1266,35.85,4.5,74.0,10.2,9.8,0.093,34.0,2020,5,14,1,0.0,1
2020-05-13 21:27:53.690000+00:00,30.959,141.8619,22.13,4.5,74.0,7.9,5.5,0.093,34.0,2020,5,13,1,0.0,1
2020-05-13 19:30:29.385000+00:00,40.2292,141.798,15.59,4.6,74.0,6.9,4.7,0.079,48.0,2020,5,13,1,0.021739130434782483,1
2020-05-13 13:46:23.055000+00:00,42.862,145.0013,64.78,4.5,74.0,7.8,5.7,0.063,73.0,2020,5,13,1,0.0,1
2020-05-13 13:18:37.413000+00:00,44.7852,147.6239,90.92,4.5,74.0,6.9,7.6,0.083,42.0,2020,5,13,1,0.0,1
2020-05-13 00:40:31.916000+00:00,36.1725,137.7186,10.0,4.5,74.0,7.4,1.9,0.091,35.0,2020,5,13,1,0.0,1
2020-05-12 02:44:33.184000+00:00,42.7922,145.5859,35.0,4.5,74.0,7.9,1.9,0.064,71.0,2020,5,12,1,0.0,1
2020-05-11 00:57:45.606000+00:00,31.0182,141.938,10.0,4.6,74.0,8.0,1.9,0.043,161.0,2020,5,11,1,0.021739130434782483,1
2020-05-10 23:58:33.700000+00:00,36.3571,141.1273,31.0,5.8,74.0,4.2,1.2,0.051,37.0,2020,5,10,2,0.28260869565217384,1
2020-05-08 21:35:23.422000+00:00,40.2721,141.6174,43.46,4.5,74.0,6.5,6.4,0.064,72.0,2020,5,8,1,0.0,1
2020-05-08 00:39:22+00:00,31.0493,142.0912,10.0,4.5,74.0,9.1,1.9,0.164,11.0,2020,5,8,1,0.0,1
