time,latitude,longitude,depth,mag,nst,horizontalError,depthError,magError,magNst,year,month,day,mag_category,normalized_magnitude,season
2023-03-02 07:19:01.487000+00:00,32.5313,135.7405,16.123,4.5,30.0,5.07,4.815,0.131,18.0,2023,3,2,1,0.0,1
2023-03-02 06:47:39.954000+00:00,33.3315,139.4942,9.945,5.1,65.0,5.01,4.54,0.073,18.0,2023,3,2,2,0.13043478260869557,1
2023-03-02 06:14:51.230000+00:00,43.4055,147.2168,40.09,5.2,91.0,8.74,6.763,0.024,558.0,2023,3,2,2,0.15217391304347827,1
2023-02-28 15:48:02.842000+00:00,35.6762,140.7823,43.894,4.5,27.0,6.74,5.915,0.089,12.0,2023,2,28,1,0.0,4
2023-02-28 11:12:09.077000+00:00,32.9764,141.6939,10.0,5.2,136.0,6.71,1.847,0.083,14.0,2023,2,28,2,0.15217391304347827,4
2023-02-28 03:55:10.857000+00:00,35.8699,140.9309,46.248,4.7,55.0,2.49,6.671,0.066,70.0,2023,2,28,1,0.04347826086956519,4
2023-02-27 18:56:09.265000+00:00,38.5655,142.079,48.169,4.6,54.0,9.13,7.534,0.072,58.0,2023,2,27,1,0.021739130434782483,4
2023-02-25 13:27:42.966000+00:00,42.7801,145.0736,50.181,6.0,157.0,6.53,3.435,0.052,35.0,2023,2,25,3,0.326086956521739,4
2023-02-14 03:08:57.881000+00:00,37.9873,144.4419,10.0,4.5,44.0,10.88,1.946,0.102,28.0,2023,2,14,1,0.0,4
2023-02-13 18:18:54.397000+00:00,42.4825,145.0986,29.097,4.8,79.0,8.44,4.407,0.051,121.0,2023,2,13,1,0.06521739130434767,4
2023-02-13 01:02:42.568000+00:00,37.7448,141.6829,56.649,4.6,103.0,7.94,6.16,0.078,16.0,2023,2,13,1,0.021739130434782483,4
2023-02-12 15:19:36.199000+00:00,32.7792,141.7648,24.929,4.5,17.0,11.02,7.318,0.191,8.0,2023,2,12,1,0.0,4
2023-02-05 00:03:19.669000+00:00,32.655,141.6605,11.0,5.8,212.0,7.52,1.755,0.058,29.0,2023,2,5,2,0.28260869565217384,4
2023-01-30 19:15:43.487000+00:00,37.8497,142.1119,26.488,4.5,66.0,7.61,5.675,0.099,30.0,2023,1,30,1,0.0,4
2023-01-25 01:00:49.643000+00:00,37.5882,141.6818,52.61,4.9,107.0,7.14,4.534,0.098,10.0,2023,1,25,1,0.0869565217391306,4
2023-01-20 18:05:41.219000+00:00,37.7473,141.566,61.691,4.5,148.0,7.32,6.008,0.051,122.0,2023,1,20,1,0.0,4
2023-01-20 05:48:28.582000+00:00,38.9239,142.1003,47.894,5.0,187.0,7.73,6.169,0.044,164.0,2023,1,20,2,0.10869565217391308,4
2023-01-19 03:25:23.797000+00:00,33.7343,137.2383,11.162,4.5,39.0,4.87,3.366,0.144,14.0,2023,1,19,1,0.0,4
2023-01-17 12:59:29.485000+00:00,30.0294,131.0606,29.959,4.6,123.0,6.58,5.106,0.058,88.0,2023,1,17,1,0.021739130434782483,4
2023-01-15 16:25:27.414000+00:00,41.165,142.3275,56.74,4.8,66.0,6.13,5.981,0.051,120.0,2023,1,15,1,0.06521739130434767,4
2023-01-11 16:19:38.252000+00:00,35.3383,141.0673,25.83,4.9,114.0,7.63,4.499,0.062,80.0,2023,1,11,1,0.0869565217391306,4
2023-01-08 01:16:26.095000+00:00,37.0889,141.4075,42.747,4.6,69.0,7.28,6.225,0.05,119.0,2023,1,8,1,0.021739130434782483,4
2023-01-07 14:42:38.037000+00:00,37.48,141.643,47.681,4.7,38.0,8.79,6.991,0.099,31.0,2023,1,7,1,0.04347826086956519,4
2023-01-06 22:27:29.832000+00:00,42.1719,144.9987,35.0,4.5,93.0,8.04,1.823,0.069,62.0,2023,1,6,1,0.0,4
2023-01-06 04:44:03.427000+00:00,37.4215,137.1761,10.0,4.8,66.0,5.65,1.8,0.049,131.0,2023,1,6,1,0.06521739130434767,4
2023-01-03 07:08:35.706000+00:00,40.2108,142.6435,35.0,5.1,112.0,6.55,1.814,0.083,14.0,2023,1,3,2,0.13043478260869557,4
2023-01-02 23:01:13.831000+00:00,31.1665,141.7623,10.0,5.2,89.0,9.19,1.815,0.078,16.0,2023,1,2,2,0.15217391304347827,4
2023-01-02 15:56:16.023000+00:00,36.5797,142.4842,25.237,4.5,49.0,8.35,4.01,0.118,21.0,2023,1,2,1,0.0,4
2023-01-01 21:55:08.183000+00:00,31.3366,140.9507,56.524,4.5,55.0,8.27,4.793,0.108,25.0,2023,1,1,1,0.0,4
2022-12-27 18:51:17.408000+00:00,37.821,141.8199,57.41,4.6,247.0,4.45,4.702,0.038,215.0,2022,12,27,1,0.021739130434782483,4
2022-12-27 17:33:46.455000+00:00,43.9419,148.0449,69.428,4.7,177.0,8.65,6.26,0.043,175.0,2022,12,27,1,0.04347826086956519,4
2022-12-26 23:44:34.503000+00:00,37.6393,141.9524,38.891,4.5,36.0,10.31,10.186,0.097,31.0,2022,12,26,1,0.0,4
2022-12-26 12:05:58.372000+00:00,30.2172,142.239,10.0,5.0,104.0,5.06,1.691,0.078,16.0,2022,12,26,2,0.10869565217391308,4
2022-12-24 01:39:51.619000+00:00,44.2681,148.0394,46.904,4.6,59.0,10.37,6.519,0.063,75.0,2022,12,24,1,0.021739130434782483,4
2022-12-23 14:13:57.324000+00:00,32.1519,142.6342,10.0,4.5,46.0,4.79,1.894,0.103,29.0,2022,12,23,1,0.0,4
2022-12-22 16:39:58.702000+00:00,41.5245,140.4836,10.652,5.0,64.0,2.61,3.896,0.101,34.0,2022,12,22,2,0.10869565217391308,4
2022-12-18 15:02:04.441000+00:00,35.3554,140.3617,32.872,4.5,40.0,6.53,5.142,0.132,19.0,2022,12,18,1,0.0,4
2022-12-18 14:19:38.532000+00:00,30.3923,131.0718,29.046,4.8,66.0,6.82,5.332,0.078,54.0,2022,12,18,1,0.06521739130434767,4
2022-12-17 18:06:02.988000+00:00,31.7958,131.6429,30.0,5.6,204.0,5.03,1.8,0.069,20.0,2022,12,17,2,0.23913043478260865,4
2022-12-17 12:36:36.946000+00:00,32.3348,142.4498,10.0,4.6,50.0,8.37,1.878,0.09,43.0,2022,12,17,1,0.021739130434782483,4
2022-12-15 23:48:01.467000+00:00,40.3866,143.3786,19.047,4.8,96.0,7.16,4.02,0.05,123.0,2022,12,15,1,0.06521739130434767,4
2022-12-15 04:30:41.763000+00:00,42.8462,140.3133,11.96,4.6,53.0,6.45,3.882,0.072,58.0,2022,12,15,1,0.021739130434782483,4
2022-12-14 18:47:46.602000+00:00,41.1186,143.2022,39.576,4.7,34.0,8.13,5.147,0.13,18.0,2022,12,14,1,0.04347826086956519,4
2022-12-12 19:18:06.402000+00:00,32.0293,141.7542,10.0,4.9,108.0,7.7,1.816,0.047,143.0,2022,12,12,1,0.0869565217391306,4
2022-12-12 09:11:58.552000+00:00,32.0145,140.9034,56.053,4.6,54.0,8.23,6.076,0.091,36.0,2022,12,12,1,0.021739130434782483,4
2022-12-12 07:20:47.019000+00:00,44.1923,147.7507,83.504,4.6,93.0,8.78,7.691,0.061,81.0,2022,12,12,1,0.021739130434782483,4
2022-12-11 20:29:25.978000+00:00,39.4407,142.012,54.073,4.6,74.0,7.99,6.583,0.076,51.0,2022,12,11,1,0.021739130434782483,4
2022-12-11 14:12:43.601000+00:00,31.0191,141.7972,10.0,4.9,56.0,10.49,1.883,0.057,98.0,2022,12,11,1,0.0869565217391306,4
2022-12-11 12:43:41.946000+00:00,41.7719,144.4932,10.0,4.7,62.0,6.53,1.873,0.084,43.0,2022,12,11,1,0.04347826086956519,4
2022-12-11 12:03:17.850000+00:00,41.7616,144.3778,10.0,4.9,61.0,6.3,1.867,0.065,74.0,2022,12,11,1,0.0869565217391306,4
2022-12-11 09:46:38.250000+00:00,37.2172,141.663,27.661,4.8,79.0,6.56,3.712,0.048,135.0,2022,12,11,1,0.06521739130434767,4
2022-12-10 23:53:35.984000+00:00,32.8768,141.6183,10.0,4.8,169.0,6.74,1.781,0.078,16.0,2022,12,10,1,0.06521739130434767,4
2022-12-06 20:39:55.799000+00:00,36.4215,140.9664,54.701,4.5,111.0,6.69,4.908,0.063,82.0,2022,12,6,1,0.0,4
2022-12-05 15:20:56.494000+00:00,41.0879,142.3257,55.229,4.8,56.0,5.53,6.902,0.103,33.0,2022,12,5,1,0.06521739130434767,4
2022-12-04 20:27:09.530000+00:00,31.3813,132.4033,10.0,4.8,93.0,4.51,1.798,0.076,53.0,2022,12,4,1,0.06521739130434767,4
2022-12-02 12:04:30.291000+00:00,35.3699,140.4242,51.032,4.5,40.0,6.95,6.861,0.115,22.0,2022,12,2,1,0.0,4
2022-12-01 04:54:40.065000+00:00,40.4901,143.9081,10.0,4.9,85.0,7.21,1.841,0.082,47.0,2022,12,1,1,0.0869565217391306,4
2022-12-01 03:36:58.451000+00:00,40.5151,143.8448,10.0,4.8,63.0,7.18,1.861,0.059,88.0,2022,12,1,1,0.06521739130434767,4
2022-11-30 18:10:30.406000+00:00,40.2398,142.1853,58.173,4.5,24.0,6.65,8.811,0.172,10.0,2022,11,30,1,0.0,3
2022-11-30 08:07:01.407000+00:00,37.4506,137.2007,10.0,4.6,62.0,5.23,1.844,0.078,49.0,2022,11,30,1,0.021739130434782483,3
2022-11-30 03:45:58.852000+00:00,37.2802,141.7077,48.106,5.0,112.0,6.79,4.493,0.086,13.0,2022,11,30,2,0.10869565217391308,3
2022-11-27 21:40:46.163000+00:00,41.1763,142.8593,48.932,4.6,50.0,6.05,6.177,0.071,59.0,2022,11,27,1,0.021739130434782483,3
2022-11-26 20:00:19.253000+00:00,32.319,142.4366,16.325,4.9,177.0,8.6,3.675,0.046,150.0,2022,11,26,1,0.0869565217391306,3
2022-11-26 17:45:57.803000+00:00,32.3385,142.4293,16.212,4.9,110.0,8.76,3.58,0.042,183.0,2022,11,26,1,0.0869565217391306,3
2022-11-26 12:58:11.806000+00:00,37.5496,137.2199,8.813,4.5,37.0,5.11,4.077,0.163,18.0,2022,11,26,1,0.0,3
2022-11-25 17:01:50.763000+00:00,36.1311,141.6532,35.451,4.5,23.0,4.44,9.741,0.156,14.0,2022,11,25,1,0.0,3
2022-11-23 19:34:30.209000+00:00,35.7371,140.2665,65.241,4.5,60.0,6.77,5.963,0.084,42.0,2022,11,23,1,0.0,3
2022-11-23 16:52:26.536000+00:00,33.7349,141.3584,32.339,5.2,139.0,7.65,4.043,0.065,23.0,2022,11,23,2,0.15217391304347827,3
2022-11-23 04:54:23.090000+00:00,31.4273,138.6185,10.0,4.5,32.0,9.05,1.907,0.135,16.0,2022,11,23,1,0.0,3
2022-11-22 16:06:39.911000+00:00,31.4749,138.535,10.0,4.6,30.0,4.41,1.91,0.152,14.0,2022,11,22,1,0.021739130434782483,3
2022-11-20 20:19:06.993000+00:00,37.0561,141.2274,49.603,4.5,51.0,7.62,6.434,0.086,40.0,2022,11,20,1,0.0,3
2022-11-20 12:16:20.817000+00:00,32.3621,142.4036,10.0,4.5,53.0,8.48,1.879,0.098,31.0,2022,11,20,1,0.0,3
2022-11-20 09:17:24.471000+00:00,42.9148,144.6975,54.638,4.6,115.0,3.11,6.396,0.093,11.0,2022,11,20,1,0.021739130434782483,3
2022-11-17 17:35:19.593000+00:00,38.1835,141.8036,56.678,4.6,88.0,7.52,5.409,0.059,85.0,2022,11,17,1,0.021739130434782483,3
2022-11-17 12:43:29.701000+00:00,35.6079,140.1519,64.858,4.5,63.0,6.55,5.909,0.058,88.0,2022,11,17,1,0.0,3
2022-11-17 00:28:20.703000+00:00,40.7826,142.3468,66.476,4.9,235.0,6.32,2.474,0.098,10.0,2022,11,17,1,0.0869565217391306,3
2022-11-14 13:27:58.983000+00:00,37.4099,137.2938,12.694,4.6,70.0,6.23,4.04,0.07,63.0,2022,11,14,1,0.021739130434782483,3
2022-11-13 08:16:47.953000+00:00,44.002,148.2124,35.0,5.1,108.0,5.58,1.869,0.024,560.0,2022,11,13,2,0.13043478260869557,3
2022-11-09 08:40:11.927000+00:00,36.1855,140.0343,56.302,4.8,112.0,2.56,4.605,0.098,10.0,2022,11,9,1,0.06521739130434767,3
2022-11-09 03:37:25.258000+00:00,31.6492,131.827,35.0,4.5,60.0,6.05,1.901,0.106,26.0,2022,11,9,1,0.0,3
2022-11-08 20:56:42.386000+00:00,32.3934,142.3786,10.0,4.6,74.0,9.09,1.859,0.086,47.0,2022,11,8,1,0.021739130434782483,3
2022-11-06 04:23:31.711000+00:00,43.2618,146.7898,23.792,5.2,101.0,10.58,3.887,0.073,18.0,2022,11,6,2,0.15217391304347827,3
2022-11-03 11:16:57.209000+00:00,35.5846,140.2147,66.633,4.8,68.0,6.48,5.936,0.072,59.0,2022,11,3,1,0.06521739130434767,3
2022-11-03 10:04:33.746000+00:00,35.5684,140.1422,73.534,4.9,103.0,6.01,4.027,0.08,15.0,2022,11,3,1,0.0869565217391306,3
2022-11-01 23:45:54.466000+00:00,41.9614,144.9414,14.274,5.1,114.0,7.93,4.254,0.042,180.0,2022,11,1,2,0.13043478260869557,3
2022-10-29 19:46:56.307000+00:00,32.3746,142.5989,10.0,4.8,91.0,8.54,1.817,0.073,59.0,2022,10,29,1,0.06521739130434767,3
2022-10-29 19:46:34.988000+00:00,32.1962,142.7233,10.0,4.5,38.0,5.36,1.883,0.14,15.0,2022,10,29,1,0.0,3
2022-10-28 20:56:27.188000+00:00,37.3501,141.86,47.949,4.7,85.0,3.05,6.359,0.079,57.0,2022,10,28,1,0.04347826086956519,3
2022-10-27 14:36:28.676000+00:00,32.2923,142.9069,15.463,4.5,26.0,10.71,6.243,0.156,12.0,2022,10,27,1,0.0,3
2022-10-27 13:25:05.027000+00:00,41.9079,144.7601,30.253,5.0,45.0,8.58,3.54,0.068,70.0,2022,10,27,2,0.10869565217391308,3
2022-10-27 04:20:06.780000+00:00,32.1925,142.5361,10.0,5.0,18.0,6.11,1.938,0.188,9.0,2022,10,27,2,0.10869565217391308,3
2022-10-26 07:06:01.197000+00:00,41.9665,144.7814,22.883,5.3,107.0,7.48,3.65,0.071,19.0,2022,10,26,2,0.17391304347826075,3
2022-10-26 07:05:07.639000+00:00,42.0197,144.8843,10.0,4.6,43.0,8.22,1.877,0.146,18.0,2022,10,26,1,0.021739130434782483,3
2022-10-25 22:49:15.770000+00:00,30.1836,131.2196,29.854,4.9,74.0,6.66,4.604,0.062,82.0,2022,10,25,1,0.0869565217391306,3
2022-10-25 11:00:16.087000+00:00,31.4883,141.6452,10.0,4.6,32.0,4.89,1.893,0.172,11.0,2022,10,25,1,0.021739130434782483,3
2022-10-24 21:07:08.629000+00:00,29.691,129.754,10.109,4.5,23.0,10.03,2.822,0.144,14.0,2022,10,24,1,0.0,3
2022-10-24 16:06:50.657000+00:00,29.5504,130.624,35.0,4.7,65.0,2.43,1.882,0.087,44.0,2022,10,24,1,0.04347826086956519,3
2022-10-24 08:48:22.687000+00:00,41.9024,145.05,10.0,4.6,89.0,4.24,1.856,0.072,58.0,2022,10,24,1,0.021739130434782483,3
2022-10-24 07:43:50.929000+00:00,41.9217,144.9656,10.0,4.9,87.0,8.07,1.876,0.075,55.0,2022,10,24,1,0.0869565217391306,3
2022-10-23 20:09:07.129000+00:00,31.3496,141.8025,12.84,4.9,129.0,6.01,3.58,0.075,17.0,2022,10,23,1,0.0869565217391306,3
2022-10-23 13:01:10.694000+00:00,40.9832,141.8488,66.627,4.5,64.0,6.23,3.471,0.089,39.0,2022,10,23,1,0.0,3
2022-10-22 09:03:15.471000+00:00,39.2644,144.7819,10.0,4.5,29.0,7.0,1.677,0.127,23.0,2022,10,22,1,0.0,3
2022-10-21 06:19:48.911000+00:00,37.4163,141.2093,40.722,4.9,112.0,7.88,6.743,0.061,85.0,2022,10,21,1,0.0869565217391306,3
2022-10-19 05:55:00.653000+00:00,39.6478,143.3627,23.675,5.2,74.0,7.0,2.375,0.068,21.0,2022,10,19,2,0.15217391304347827,3
2022-10-19 05:14:08.998000+00:00,39.6102,143.4047,26.111,4.6,40.0,8.61,5.649,0.151,13.0,2022,10,19,1,0.021739130434782483,3
2022-10-19 00:43:03.458000+00:00,39.6901,143.4348,27.949,4.6,63.0,6.41,5.132,0.099,30.0,2022,10,19,1,0.021739130434782483,3
2022-10-13 22:30:53.913000+00:00,37.8087,142.0349,45.157,4.6,28.0,9.18,8.414,0.193,8.0,2022,10,13,1,0.021739130434782483,3
2022-10-11 20:28:55.099000+00:00,32.2789,142.4233,16.471,4.9,181.0,7.73,3.459,0.041,193.0,2022,10,11,1,0.0869565217391306,3
2022-10-11 11:28:02.074000+00:00,37.5942,141.7605,51.184,4.7,82.0,5.56,5.682,0.078,49.0,2022,10,11,1,0.04347826086956519,3
2022-10-11 08:17:44.648000+00:00,32.7494,142.4103,10.0,4.7,51.0,7.78,1.762,0.097,32.0,2022,10,11,1,0.04347826086956519,3
2022-10-10 00:26:17.442000+00:00,38.8416,142.1723,45.627,4.6,118.0,7.96,5.771,0.063,24.0,2022,10,10,1,0.021739130434782483,3
2022-10-10 00:02:59.585000+00:00,42.0966,144.1664,35.0,4.9,143.0,3.78,1.824,0.044,160.0,2022,10,10,1,0.0869565217391306,3
2022-10-06 20:09:27.610000+00:00,33.6125,139.4285,15.194,4.8,66.0,5.38,4.358,0.055,101.0,2022,10,6,1,0.06521739130434767,3
2022-10-06 18:14:16.843000+00:00,37.1274,141.2374,14.717,4.5,68.0,7.17,3.663,0.073,56.0,2022,10,6,1,0.0,3
2022-10-05 19:04:11.936000+00:00,38.7587,141.9998,64.868,4.8,77.0,7.65,6.002,0.069,65.0,2022,10,5,1,0.06521739130434767,3
2022-10-02 22:45:34.700000+00:00,38.4693,142.4942,35.0,4.5,28.0,8.35,1.947,0.156,12.0,2022,10,2,1,0.0,3
2022-10-01 15:02:32.377000+00:00,31.3495,131.4691,31.0,5.7,178.0,4.97,1.792,0.086,13.0,2022,10,1,2,0.26086956521739135,3
2022-10-01 00:03:55.014000+00:00,32.3161,142.6165,10.0,4.6,35.0,9.8,1.858,0.193,8.0,2022,10,1,1,0.021739130434782483,3
2022-09-30 02:19:52.085000+00:00,32.2301,142.469,10.0,4.9,50.0,8.63,1.739,0.095,35.0,2022,9,30,1,0.0869565217391306,3
2022-09-29 15:03:38.963000+00:00,36.7988,140.5927,10.0,4.7,108.0,5.54,1.821,0.066,76.0,2022,9,29,1,0.04347826086956519,3
2022-09-28 10:32:16.802000+00:00,32.3683,142.6289,10.0,4.5,34.0,6.34,1.897,0.116,22.0,2022,9,28,1,0.0,3
2022-09-26 16:05:23.285000+00:00,40.5895,142.8356,35.0,5.0,82.0,6.78,1.868,0.086,13.0,2022,9,26,2,0.10869565217391308,3
2022-09-26 14:13:46.077000+00:00,39.8523,140.8754,5.528,4.5,29.0,6.36,4.728,0.15,14.0,2022,9,26,1,0.0,3
2022-09-24 01:00:17.165000+00:00,37.7995,141.9317,49.52,4.5,35.0,3.95,7.699,0.163,11.0,2022,9,24,1,0.0,3
2022-09-23 00:53:50.787000+00:00,36.0182,140.3446,83.41,4.7,86.0,6.2,4.973,0.06,84.0,2022,9,23,1,0.04347826086956519,3
2022-09-21 22:36:52.155000+00:00,35.2059,141.2855,31.294,4.8,122.0,6.37,4.433,0.059,90.0,2022,9,21,1,0.06521739130434767,3
2022-09-21 22:24:40.831000+00:00,35.1778,141.1945,12.116,5.0,222.0,4.96,2.994,0.073,18.0,2022,9,21,2,0.10869565217391308,3
2022-09-20 00:06:34.115000+00:00,40.1526,141.8995,64.241,4.6,86.0,6.32,5.886,0.056,94.0,2022,9,20,1,0.021739130434782483,3
2022-09-19 20:55:52.409000+00:00,36.2863,139.6642,89.443,4.5,74.0,2.84,5.961,0.078,48.0,2022,9,19,1,0.0,3
2022-09-18 18:12:06+00:00,38.3475,142.2681,48.539,4.6,31.0,8.31,8.415,0.152,13.0,2022,9,18,1,0.021739130434782483,3
2022-09-18 02:09:46.282000+00:00,35.8136,140.7691,47.248,4.8,70.0,5.1,6.519,0.057,98.0,2022,9,18,1,0.06521739130434767,3
2022-09-13 00:51:59.580000+00:00,41.5709,142.0945,60.714,5.2,161.0,5.86,4.355,0.071,19.0,2022,9,13,2,0.15217391304347827,3
2022-09-12 04:39:15.724000+00:00,41.9935,144.9474,10.0,5.0,133.0,6.86,1.828,0.035,259.0,2022,9,12,2,0.10869565217391308,3
2022-09-09 09:55:04.014000+00:00,36.7306,140.5588,34.493,4.5,58.0,6.11,4.734,0.08,45.0,2022,9,9,1,0.0,3
2022-09-06 22:39:32.788000+00:00,32.2125,142.2844,10.0,4.5,49.0,8.42,1.833,0.097,31.0,2022,9,6,1,0.0,3
2022-09-06 19:00:01.782000+00:00,32.3863,142.3643,14.459,4.6,93.0,8.75,3.485,0.071,69.0,2022,9,6,1,0.021739130434782483,3
2022-09-06 14:29:56.666000+00:00,32.3122,142.4196,10.0,4.9,102.0,7.23,1.557,0.041,185.0,2022,9,6,1,0.0869565217391306,3
2022-09-06 07:31:43.271000+00:00,33.5367,140.5672,72.035,4.7,28.0,7.16,6.832,0.195,8.0,2022,9,6,1,0.04347826086956519,3
2022-09-06 01:42:58.048000+00:00,32.2806,142.3798,10.0,4.7,66.0,6.46,1.787,0.047,139.0,2022,9,6,1,0.04347826086956519,3
2022-09-05 03:29:43.980000+00:00,32.4122,142.382,10.0,4.9,84.0,8.61,1.266,0.039,210.0,2022,9,5,1,0.0869565217391306,3
2022-09-04 19:53:59.197000+00:00,32.2996,142.3781,10.0,5.2,100.0,7.87,1.832,0.061,26.0,2022,9,4,2,0.15217391304347827,3
2022-09-04 14:58:22.340000+00:00,32.3763,142.4687,10.0,5.2,106.0,8.85,1.837,0.075,17.0,2022,9,4,2,0.15217391304347827,3
2022-09-04 14:11:10.458000+00:00,32.4318,142.4585,10.0,4.7,82.0,9.57,1.802,0.058,92.0,2022,9,4,1,0.04347826086956519,3
2022-09-04 06:46:17.106000+00:00,37.8531,141.8176,59.671,4.7,92.0,8.01,2.51,0.038,230.0,2022,9,4,1,0.04347826086956519,3
2022-09-03 02:54:51.333000+00:00,35.7904,139.7805,92.167,4.6,54.0,6.61,5.818,0.116,24.0,2022,9,3,1,0.021739130434782483,3
2022-09-02 20:24:39.797000+00:00,35.3721,140.4709,24.65,4.5,64.0,5.02,3.712,0.094,40.0,2022,9,2,1,0.0,3
2022-09-02 00:05:57.388000+00:00,42.9904,146.0617,28.152,4.5,59.0,7.23,3.535,0.106,26.0,2022,9,2,1,0.0,3
2022-09-01 11:21:10.788000+00:00,31.3801,131.6854,31.405,4.9,78.0,6.38,4.954,0.041,186.0,2022,9,1,1,0.0869565217391306,3
2022-08-28 02:44:02.626000+00:00,32.4697,142.4274,10.0,4.5,26.0,9.18,1.86,0.18,10.0,2022,8,28,1,0.0,2
2022-08-28 01:03:37.368000+00:00,32.4833,142.4438,10.0,4.7,40.0,6.74,1.851,0.059,88.0,2022,8,28,1,0.04347826086956519,2
2022-08-28 00:54:51.046000+00:00,32.5011,142.4384,10.0,5.2,219.0,7.18,1.777,0.061,26.0,2022,8,28,2,0.15217391304347827,2
2022-08-27 13:44:08.415000+00:00,32.5313,142.6604,10.0,4.5,23.0,9.05,1.894,0.172,10.0,2022,8,27,1,0.0,2
2022-08-25 23:48:30.551000+00:00,32.0426,130.0628,10.0,4.6,57.0,4.6,1.863,0.086,40.0,2022,8,25,1,0.021739130434782483,2
2022-08-23 17:20:06.779000+00:00,37.5368,141.5007,51.371,4.5,69.0,6.49,4.189,0.083,47.0,2022,8,23,1,0.0,2
2022-08-22 21:04:56.609000+00:00,33.317,141.8495,10.0,4.5,53.0,7.47,1.834,0.09,36.0,2022,8,22,1,0.0,2
2022-08-19 16:35:59.336000+00:00,37.8178,141.8272,57.487,4.5,40.0,7.79,6.363,0.099,30.0,2022,8,19,1,0.0,2
2022-08-18 05:46:08.524000+00:00,37.5959,141.7262,46.857,5.1,146.0,7.61,5.511,0.08,15.0,2022,8,18,2,0.13043478260869557,2
2022-08-18 04:06:45.411000+00:00,35.5094,141.3104,35.0,4.9,71.0,6.63,1.901,0.091,38.0,2022,8,18,1,0.0869565217391306,2
2022-08-17 04:24:44.961000+00:00,33.1235,141.7775,10.0,5.6,62.0,7.39,1.819,0.054,33.0,2022,8,17,2,0.23913043478260865,2
2022-08-13 21:57:46.106000+00:00,35.4802,140.9768,40.84,4.6,111.0,6.85,4.392,0.06,83.0,2022,8,13,1,0.021739130434782483,2
2022-08-12 12:11:00.648000+00:00,35.4776,140.9598,38.705,4.6,84.0,6.55,6.048,0.047,138.0,2022,8,12,1,0.021739130434782483,2
2022-08-12 04:37:52.729000+00:00,44.9511,142.0317,10.0,4.5,42.0,5.55,1.831,0.106,26.0,2022,8,12,1,0.0,2
2022-08-10 17:14:54.896000+00:00,44.9228,142.107,10.0,4.5,58.0,6.59,1.856,0.063,74.0,2022,8,10,1,0.0,2
2022-08-10 15:52:58.650000+00:00,44.9455,142.0932,10.0,5.1,109.0,5.82,1.759,0.061,26.0,2022,8,10,2,0.13043478260869557,2
2022-08-10 15:35:18.640000+00:00,44.878,142.011,10.0,4.8,144.0,4.81,1.795,0.039,199.0,2022,8,10,1,0.06521739130434767,2
2022-08-09 15:48:16.292000+00:00,39.8776,141.6679,70.525,4.5,48.0,7.25,5.916,0.113,26.0,2022,8,9,1,0.0,2
2022-08-07 22:57:13.983000+00:00,32.8798,142.5597,10.0,4.8,53.0,8.61,1.851,0.062,80.0,2022,8,7,1,0.06521739130434767,2
2022-08-07 13:40:42.835000+00:00,43.7392,148.0852,61.92,5.9,144.0,8.08,3.611,0.061,26.0,2022,8,7,2,0.30434782608695654,2
2022-08-07 12:52:36.064000+00:00,32.5315,142.5428,10.0,4.6,72.0,6.82,1.395,0.045,148.0,2022,8,7,1,0.021739130434782483,2
2022-08-06 12:45:09.890000+00:00,32.7787,142.4769,10.0,4.8,34.0,9.53,1.908,0.131,24.0,2022,8,6,1,0.06521739130434767,2
2022-08-06 12:43:50.832000+00:00,32.74,142.4473,10.0,4.8,75.0,9.15,1.878,0.069,20.0,2022,8,6,1,0.06521739130434767,2
2022-08-06 12:23:46.965000+00:00,36.2828,141.0919,22.83,5.0,112.0,6.64,4.478,0.073,18.0,2022,8,6,2,0.10869565217391308,2
2022-08-06 09:42:38.199000+00:00,32.5599,142.514,10.0,4.7,53.0,9.03,1.87,0.065,76.0,2022,8,6,1,0.04347826086956519,2
2022-08-05 20:06:26.011000+00:00,33.2108,141.7787,10.0,4.5,121.0,6.91,1.839,0.05,125.0,2022,8,5,1,0.0,2
2022-08-05 11:34:33.637000+00:00,32.7581,142.4272,10.0,4.9,103.0,8.47,1.853,0.056,31.0,2022,8,5,1,0.0869565217391306,2
2022-08-04 19:23:54.400000+00:00,32.692,142.6424,10.0,4.5,36.0,6.37,1.694,0.164,11.0,2022,8,4,1,0.0,2
2022-08-04 18:07:03.347000+00:00,32.5697,142.2925,10.0,5.0,208.0,8.12,1.805,0.093,11.0,2022,8,4,2,0.10869565217391308,2
2022-08-04 18:06:17.358000+00:00,32.5735,142.3372,10.0,5.1,166.0,8.89,1.788,0.078,16.0,2022,8,4,2,0.13043478260869557,2
2022-08-04 17:34:57.424000+00:00,32.5384,142.4003,10.0,5.1,175.0,7.61,1.812,0.061,26.0,2022,8,4,2,0.13043478260869557,2
2022-08-04 17:28:29.829000+00:00,32.6084,142.3919,10.0,4.5,60.0,9.14,1.816,0.096,33.0,2022,8,4,1,0.0,2
2022-08-04 14:41:20.628000+00:00,32.7239,142.4939,10.0,5.0,70.0,3.77,1.837,0.031,333.0,2022,8,4,2,0.10869565217391308,2
2022-08-04 14:40:25.623000+00:00,32.1774,141.2899,39.548,4.7,67.0,10.54,7.732,0.058,98.0,2022,8,4,1,0.04347826086956519,2
